Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,NA,sp23520
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Neosynechococcus,sp23273
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Nostoc,calcicola
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Nostoc,linckia
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Nostoc,linckia-sp23571
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Nostoc,punctiforme
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Nostoc,punctiforme-sp23498
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Nostoc,punctiforme-sp23637
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Nostoc,sp23499-sp23519
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Nostoc,sp23500
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Oscillatoria,neglecta
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Phormidium,sp23294
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Phormidium,sp23301
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Phormidium,sp23315
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Phormidium,sp23318
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Phormidium,sp23326
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Phormidium,sp23326-sp23382
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Phormidium,sp23327
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Planktothrix,sp23334
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Planktothrix,sp23338
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Scytonema,sp23505
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Scytonema,sp23506
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Scytonema,sp23507
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Symploca,sp23364
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyI,Trichormus,sp23514
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Calothrix,desertica
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Calothrix,desertica-scopulorum-sp23533
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Calothrix,sp23532
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Calothrix,sp23533
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Calothrix,sp23536
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Calothrix,sp23540
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23063
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23063-sp23613
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23064
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23067
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23069
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23071
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23073
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23073-sp23577
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23074
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23075
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23078
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23079
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23082
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23085
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,sp23086
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Chroococcidiopsis,thermalis
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Pleurocapsa,minor
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Pleurocapsa,sp23092
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Pleurocapsa,sp23105
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Pleurocapsa,sp23106
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Pleurocapsa,sp23108
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Pleurocapsa,sp23111
Bacteria,Cyanobacteria,Cyanobacteria,NA,FamilyII,Rivularia,sp23551
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23572
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23575
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23576
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23577
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23580
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23580-sp23601
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23580-sp23601-sp23634
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23580-sp23634
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23582
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23584-sp23594-sp23629
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23584-sp23629
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23585
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23589
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23591
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23591-sp23617
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23593-sp23623
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23594
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23600
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23600-sp23617
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23601
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23603
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23607
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23608-sp23617-sp23632
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23608-sp23632
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23609
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23613
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23617
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23618
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23620
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23621
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23622-sp23623
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23625
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23627
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23628
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23630
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23631
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23635
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA,sp23637
Bacteria,Cyanobacteria,Cyanobacteria,NA,Toxopsis calypsus PLF,NA,calypsus
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Brasilonema,bromeliae
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Brasilonema,bromeliae-sp22913
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Brasilonema,sp22913
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Chroogloeocystis,sp22916
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Chroogloeocystis,sp22917
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanothece,sp22937
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanothece,sp22939
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanothece,sp22941
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Gloeocalita,sp22948
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Gloeocalita,sp22950
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Mastigocladopsis,sp22953
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Mastigocladopsis,sp22953-sp22954
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,NA,concharum
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,NA,sp23050
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,NA,sp23056
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,NA,sp23057
Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,NA,NA,sp23718
Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,NA,NA,sp23721
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA,sp23754-sp23763
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA,sp23762
Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,NA,NA,sp23778
Bacteria,Cyanobacteria,NA,Cyanobacteriales,Microcoleaceae,Limnospira,fusiformis
Bacteria,Cyanobacteria,NA,NA,NA,NA,sp23647
Bacteria,Cyanobacteria,NA,NA,NA,NA,sp23677
Bacteria,Cyanobacteria,NA,NA,NA,NA,sp23689
Bacteria,Cyanobacteria,NA,NA,NA,NA,sp23693
Bacteria,Cyanobacteria,NA,NA,NA,NA,sp23784
Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,radiopugnans
Bacteria,Deinococcota,NA,Deinococcales,Deinococcaceae,Deinococcus,fonticola
Bacteria,Deinococcota,NA,Deinococcales,Deinococcaceae,Deinococcus,radiophilus
Bacteria,Deinococcota,NA,Deinococcales,Deinococcaceae,Deinococcus,sp018863415
Bacteria,Deinococcota,NA,Deinococcales,Trueperaceae,Truepera,sp902806425
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aerius
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aerius-sp24002
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aerophilus
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aerophilus-hopiensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aerophilus-sp23983
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aetherius
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aetherius-sp23980-sp23981
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aetherius-sp24001
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aetherius-sp24003
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,alpinitundrae
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,antarcticus
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aquaticus
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,aquiradiocola
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,citri
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,citri-gobiensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,daejeonensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,depolymerans
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,ficus
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,ficus-sp23992
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,ficus-sp23998
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,geothermalis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,gobiensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,grandis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,hopiensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,hopiensis-sp23998
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,humi
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,marmoris-saxicola
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,murrayi
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,navajonensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,navajonensis-sp23983-sp23989
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,papagonensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,papagonensis-yavapaiensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,peraridilitoris
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,phoenicis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,radiodurans
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,radiodurans-wulumuqiensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,radiomollis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,radiopugnans
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,radiotolerans
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,reticulitermitis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,roseus
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sonorensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23977
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23978
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23979
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23979-sp23983
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23980
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23981
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23984
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23992
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23993
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23994
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23995
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23997
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23998
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp23999
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp24001
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp24002
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp24003
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp24004
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp24005
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp24007
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,sp24008
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,wulumuqiensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,yunweiensis
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,radiovictrix
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,radiovictrix-sp24041
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,sp24030
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,sp24036
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,sp24038
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,sp24041
Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,sp24045
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,scotoductus
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus
Bacteria,Elusimicrobia,Elusimicrobia,NA,NA,NA,sp24265
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,sp24343
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,acidiphilus
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,contaminans
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,herbarius
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,sp24456
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,sp24522
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,pallidus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,macyae
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,flavithermus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,gonensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus-Cerasibacillus,baekryungensis-hwajinpoensis-sp25983
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus-Oceanobacillus,gottheilii-polygoni-sp26276
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,abyssalis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,abyssalis-niacini
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,acidiceler-luciferensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,aerophilus-altitudinis-pumilus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,altitudinis-pumilus-safensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,aquimaris-marisflavi
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,aquimaris-sp25961
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,aryabhattai-flexus-megaterium
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,badius-encimensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,benzoevorans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,benzoevorans-nealsonii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,boroniphilus-sp25531-thioparans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cellulosilyticus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus-mycoides
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus-pseudomycoides-toyonensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus-thuringiensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,circulans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,circulans-flexus-purgationiresistens
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,circulans-nealsonii-sp25935
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,coagulans
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,crassostreae-litoralis-simplex
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,drentensis-infantis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,firmus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,flexus-megaterium
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,fordii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,galliciensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,gibsonii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,ginsengihumi
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,gottheilii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,graminis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,hackensackii-lentus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,horneckiae-sp25546
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,idriensis-pumilus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,jeotgali
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,jeotgali-oceanisediminis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,kokeshiiformis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,kokeshiiformis-thermolactis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,lentus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,lentus-sp25572
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,licheniformis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,litoralis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,luciferensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,methylotrophicus-subtilis-velezensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mojavensis-subtilis-tequilensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,muralis-simplex-thuringiensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,murimartini
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,nealsonii
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,nealsonii-sp25935
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,niabensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,niacini
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,niacini-soli
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,oceanisediminis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,oleronius
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,oshimensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,panaciterrae
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,pervagus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,plakortidis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,psychrosaccharolyticus
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,psychrosaccharolyticus-simplex
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sediminis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sonorensis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25535
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25546
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25835
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25854
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25868
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25896
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25896-sp25907
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25907
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25908
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25946
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25952
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25957
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp25968
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis-thermotolerans
